"class","apsig","perinc","pcygsig","mxy","fwx","fwy","neighbordist","new1sig","new2sig","sub1sig","sub2sig","sub2minsub1","dsub1sub2","holeinref","bigapratio","relfwx","relfwy","roundness","wiggliness"
"Other",0.194604,-0.816565,-0.419331,0.010815,-0.223699,0.108824,-0.391406,0.437487,0.437333,0.0316321,-0.0127958,-0.0473492,-0.712727,0.378382,-0.381523,-0.531507,-0.0286389,-0.990859,-0.74242
"Other",0.291163,-0.846227,-0.553327,0.116914,-0.224721,0.13765,-0.810526,0.560826,0.604383,0.126994,0.0885797,-0.147434,-0.825096,0.655987,-0.352827,-0.555491,-0.0538409,-0.983388,-0.897763
"Other",0.227823,-0.225327,0.208364,0.0467386,-0.236033,0.184655,0.360442,0.0999346,0.111353,0.0659807,0.0613323,0.11778,-0.719433,-0.0262229,-0.852389,-0.566185,0.0231493,-0.992121,-0.310988
"Other",0.0705464,-0.866504,-0.443338,0.0236119,-0.264468,0.141296,-0.733331,0.344925,0.305122,-0.0492492,-0.218807,-0.155284,-0.50173,0.420968,-0.699943,-0.586843,-0.0347293,-0.994689,-0.638336
"Other",0.208578,-0.799514,-0.508988,0.0419507,-0.184689,0.00120958,-0.267901,0.45043,0.386442,0.0250527,0.0587664,0.163594,-0.744283,0.373608,-0.637207,-0.464782,-0.112965,-0.933124,-0.703369
"Other",0.170551,-0.765546,-0.00530322,0.0235322,-0.273032,0.0952652,-0.865237,0.322026,0.333449,-0.000121774,-0.0475731,-0.0874283,-0.755146,0.400475,-0.729063,-0.577419,-0.0692957,-0.9792,-0.646445
"Other",0.178421,-0.841196,-0.318501,0.0241868,-0.266735,0.0791604,-0.682887,0.497397,0.455963,0.0330057,-0.01887,0.0117069,-0.885013,0.523133,-0.478952,-0.579531,-0.063606,-0.963237,-0.563282
"Other",0.199522,-0.840494,-0.330978,0.0184656,-0.207578,0.100193,-0.679613,0.523286,0.459506,0.0605433,-0.0314153,-0.0592267,-0.887962,0.507962,-0.595836,-0.533982,-0.0500412,-0.984763,-0.572418
"Other",0.222261,-0.809845,0.0438852,0.0446313,-0.301923,0.0519681,-0.519832,0.486866,0.455483,0.0657121,0.0123684,0.000688048,-0.852213,0.467307,-0.722792,-0.600429,-0.0813577,-0.928259,-0.806365
"Other",0.139934,-0.839531,-0.40517,0.044719,-0.0993597,0.0522105,-0.846878,0.435191,0.356011,-0.0210101,-0.0565729,0.0436974,-0.800818,0.535701,-0.649906,-0.447651,-0.0970416,-0.954252,-0.782022
"Other",0.531767,-0.465476,0.426564,0.448537,-0.0352272,0.220309,0.139421,0.645168,0.603953,0.456146,0.418067,-0.103505,-0.843479,0.225906,-0.83802,-0.392615,0.0624162,-0.976621,-0.601989
"Other",0.346486,-0.824531,-0.353558,0.114248,-0.188395,0.000907188,-0.419729,0.64406,0.557655,0.174601,0.0597209,0.0239622,-0.795319,0.576426,-0.501992,-0.477741,-0.115977,-0.983094,0.00415959
"Other",0.216724,-0.300218,0.117306,0.0427342,-0.177424,0.133813,0.202869,0.0152957,0.391942,0.00837561,0.456418,-0.199718,-0.915767,-0.235597,-0.830679,-0.471117,-0.00880119,-0.942665,-0.723713
"Other",0.244651,-0.867075,-0.361548,-0.0117019,-0.206918,0.1192,-0.517928,0.592557,0.565879,0.0999113,0.00178585,-0.158574,-0.76413,0.439322,-0.661462,-0.538899,-0.0340612,-0.986671,-0.799379
"Other",0.0772565,-0.122828,0.069454,0.040729,-0.0826712,0.121363,0.0572913,0.060085,-0.0598887,0.0575019,-0.0856927,-0.0592976,-0.727168,-0.166827,-0.54183,-0.432197,-0.0399803,-0.954551,-0.514605
"Other",0.187396,-0.861199,-0.433165,0.00565425,-0.248774,0.129774,-0.463567,0.550206,0.520102,0.0474258,0.0274647,0.0439225,-0.914911,0.295206,-0.673622,-0.565973,-0.0281826,-0.958506,-0.792592
"Other",0.161714,-0.86293,-0.3391,0.0620594,-0.334335,0.172481,-0.778191,0.466964,0.46332,-0.000302978,-0.0401312,-0.0404489,-0.843505,0.448104,-0.54249,-0.620557,0.0129755,-0.944671,-0.705579
"Other",0.21568,-0.835037,-0.181182,0.0247886,-0.257833,0.120511,-0.705644,0.531012,0.536221,0.0984264,0.0242073,-0.144052,-0.924155,0.682717,-0.518884,-0.576907,-0.0314833,-0.964617,-0.262369
"Other",0.416649,-0.831107,-0.511831,0.120315,-0.134754,0.167661,-0.615195,0.689244,0.708939,0.285048,0.252643,0.013178,-0.606572,0.694478,-0.597083,-0.425676,0.0234329,-0.962285,-0.8453
"Other",0.281108,-0.873107,-0.554795,-0.0841317,-0.243235,0.144689,-0.8302,0.625095,0.596043,0.147187,0.0618158,-0.0830131,-0.512772,0.637261,-0.444918,-0.573073,-0.00893853,-0.963952,-0.87119
"Other",0.197268,-0.857336,-0.341931,0.0472548,-0.0782668,0.0760823,-0.66587,0.527264,0.460239,0.0611405,-0.0354895,-0.0328247,-0.978992,0.588181,-0.669531,-0.418189,-0.0663112,-0.93785,-0.75675
"Other",0.15821,-0.870491,-0.334496,0.0423466,-0.29174,0.176931,-0.903722,0.497374,0.480027,0.0102952,-0.0476369,-0.0625544,-0.860461,0.510403,-0.654993,-0.596246,0.0383301,-0.997496,-0.606107
"Other",0.606789,-0.737918,-0.486826,0.0206287,-0.415072,0.0613816,-0.807393,0.812119,0.80404,0.58226,0.441206,-0.345634,-0.937339,0.760119,-0.700448,-0.682333,-0.0774284,-0.995561,-0.775379
"Other",0.265917,-0.575646,0.043911,0.031724,-0.18669,0.120341,-0.908105,0.300346,0.24001,0.155288,0.0479383,-0.186577,-0.865009,0.335288,-0.842777,-0.496127,-0.0217723,-0.992458,-0.878562
"Other",0.112495,-0.272709,-0.0842897,0.0426071,-0.217584,0.157928,0.234651,-0.0858966,0.0502408,-0.134654,0.00185922,0.140594,0.400259,-0.0751825,-0.563825,-0.550907,-0.0142568,-0.950107,-0.918643
"Other",0.387848,-0.685041,-0.462188,-0.0156665,-0.234313,0.156577,-0.478433,0.522947,0.511878,0.260168,0.199461,-0.174387,-0.904313,0.414359,-0.696543,-0.578081,-0.0148536,-0.991058,-0.916866
"Other",0.268437,-0.780354,-0.427584,0.139722,-0.162291,0.174193,-0.953297,0.451762,0.492026,0.0666798,0.0999745,0.0743558,-0.859819,0.612468,-0.575965,-0.461551,0.0165653,-0.96085,-0.799269
"Other",0.172649,-0.598488,0.0821677,0.091572,-0.305555,0.21112,-0.386085,0.210587,0.152353,0.0425635,-0.0205094,-0.0076658,-0.826009,-0.110662,-0.686599,-0.610173,0.0517918,-0.915338,-0.743335
"Other",0.122036,-0.140477,0.0596728,0.0426071,0.0787928,0.0337507,-0.0887758,-0.0380322,0.0996424,-0.050431,0.0625583,0.185673,-0.599746,-0.164155,-0.843541,-0.171575,-0.0876848,-0.886836,-0.960995
"Other",0.828243,-0.614847,-0.673781,0.0551608,-0.24451,0.0680936,-0.947582,0.922052,0.910335,0.782634,0.726688,-0.450317,-0.986271,0.91781,-0.800248,-0.550404,-0.0665256,-0.98809,-0.876785
"Other",0.358318,-0.887373,-0.589471,-0.0012556,-0.254975,0.0694824,-0.409691,0.746167,0.736897,0.275012,0.17533,-0.248491,-0.907743,0.573069,-0.625356,-0.58052,-0.089621,-0.975695,-0.661534
"Other",0.200399,-0.804573,-0.350241,0.0776461,-0.181449,0.103672,-0.880755,0.448148,0.390167,0.0375962,-0.0336837,-0.0381931,-0.860844,0.495394,-0.57556,-0.496616,-0.0355454,-0.983957,-0.714438
"Other",0.33014,-0.856659,-0.245062,0.00504024,-0.347393,0.244635,-0.387584,0.665614,0.621458,0.218783,0.0691462,-0.229518,-0.672544,0.502838,-0.673186,-0.645407,0.0645555,-0.973602,-0.70901
"Other",0.192908,-0.533923,0.105382,0.0426071,-0.0796901,0.258049,0.208444,0.19717,0.0677303,0.0850882,-0.116744,-0.222692,-0.761404,0.158655,-0.718913,-0.414141,0.0786574,-0.990859,-0.716279
"Other",0.254809,-0.79772,-0.183051,0.0384139,-0.200786,0.248031,-0.849852,0.476881,0.552583,0.0857211,0.111967,-0.0185146,-0.903892,0.537832,-0.663728,-0.521595,0.077811,-0.992548,-0.861327
"Other",0.582942,-0.784749,-0.821085,0.0115882,-0.347992,0.190244,-0.763428,0.848823,0.833854,0.511433,0.419679,-0.29889,-0.961602,0.839208,-0.566785,-0.652454,0.00272981,-0.977424,-0.832993
"Other",0.396518,-0.861415,-0.32131,0.136216,-0.207753,0.104906,-0.850396,0.748837,0.723709,0.284951,0.195362,-0.119575,-0.856545,0.783438,-0.397776,-0.52609,-0.044693,-0.990202,-0.366233
"Other",0.582005,-0.0742112,0.0502698,0.045528,-0.401021,0.0958528,0.490035,0.803649,0.615803,0.796343,0.569417,-0.935015,-0.86097,0.000383394,-0.82686,-0.693502,-0.0711848,-0.97605,-0.87542
"Other",0.156667,-0.438019,-0.193574,0.0426071,-0.245047,0.0309391,0.63007,0.0348155,0.0859132,-0.068462,0.0130518,0.128306,-0.852016,0.0133676,-0.500296,-0.569624,-0.110452,-0.990859,-0.605631
"Other",0.177021,-0.681503,-0.0516013,0.0431579,-0.309386,0.126844,-0.388704,0.226282,0.214423,-0.0221783,-0.0229094,0.0471455,-0.767619,0.249224,-0.846261,-0.584005,-3.22702e-05,-1,-0.918643
"Other",0.439233,-0.834558,-0.46214,0.166992,-0.15932,0.0300243,-0.558254,0.743972,0.743222,0.325571,0.236313,-0.30737,-0.7042,0.787005,-0.639389,-0.47784,-0.111488,-0.966666,-0.405535
"Other",0.217517,-0.826543,-0.280527,0.0555789,-0.266202,0.174874,-0.663506,0.552369,0.522684,0.0758185,0.0447085,0.0292036,-0.82529,0.462322,-0.593808,-0.592039,0.0235396,-0.982213,-0.78706
"Other",0.0684859,-0.942402,-0.221325,0.022448,-0.20247,0.0919281,-0.488325,0.446997,0.42176,-0.0786335,-0.201559,-0.121954,-0.622315,0.324927,-0.453846,-0.518841,-0.055392,-0.974994,-0.850292
"Other",0.241324,-0.35224,0.000736276,0.0462204,-0.172159,0.135078,-0.119818,0.348889,-0.0701624,0.277669,-0.22629,-0.512188,0.942659,0.0739684,-0.677612,-0.506082,-0.0120979,-0.967869,-0.733391
"Other",0.194501,-0.845197,0.0730749,0.10824,-0.0972616,0.098659,-0.0845474,0.443804,0.431559,0.0343678,-0.0387124,-0.0795632,-0.859047,0.432268,-0.715252,-0.427886,-0.0600294,-0.946533,-0.6002
"Other",0.912811,-0.179473,0.842043,0.0178908,0.121592,0.102046,-0.0948889,0.881841,0.883554,0.875897,0.853348,-0.444083,-0.947168,0.398837,-0.753268,-0.182777,-0.050531,-0.967165,-0.955518
"Other",0.241442,-0.838837,-0.505054,0.0482056,-0.316815,0.0433046,-0.937419,0.559421,0.548704,0.0960998,0.0659117,0.0348856,-0.924275,0.590544,-0.673806,-0.60691,-0.0963518,-0.985727,-0.839552
"Other",0.698107,-0.752251,-0.855187,-0.00179341,-0.210908,0.173202,-0.911971,0.91255,0.891835,0.612435,0.552579,0.364951,-0.958173,0.908131,-0.538457,-0.558237,-0.00887552,-0.994897,-0.902689
"Other",0.502592,-0.529111,0.218457,0.0381164,-0.21727,0.142715,-0.917279,0.721181,0.701978,0.411783,0.384742,-0.141638,-0.990895,0.48768,-0.463459,-0.535673,-0.0359568,-0.999576,-0.950552
"Other",0.207938,-0.819246,-0.419706,0.0468844,-0.187599,0.12843,-0.747051,0.463397,0.43402,0.0660585,-0.029674,-0.110172,-0.934266,0.583181,-0.379273,-0.524534,-0.0380811,-0.999697,-0.815602
"Other",0.134576,-0.714303,-0.247718,0.0470849,-0.187335,0.0428071,-0.834201,0.281422,0.191044,0.00546737,-0.132856,-0.138825,0.985995,0.298876,-0.722792,-0.479637,-0.0893102,-0.990859,-0.716279
"Other",0.103654,-0.305074,-0.0358272,0.0426071,-0.172965,0.093157,0.127949,-0.0627107,0.0223926,-0.163936,-0.0290372,0.136596,0.258981,-0.0785333,-0.816474,-0.496078,-0.0456901,-0.962122,-0.837151
"Other",0.643379,-0.612753,0.0797642,0.0411764,-0.249622,0.112115,-0.966221,0.697163,0.698557,0.5278,0.524796,0.334022,-0.976269,0.677847,-0.762871,-0.557068,-0.0446532,-0.994456,-0.891432
"Other",0.396991,-0.283545,0.267063,-0.0380528,0.115786,0.0239086,0.543152,0.377708,0.0199678,0.343624,-0.146867,-0.500634,-0.690383,0.128863,-0.843627,-0.177212,-0.112609,-0.867422,-0.913441
"Other",0.138338,-0.244607,-0.328853,0.0528232,-0.248277,0.0585492,-0.00991878,-0.122229,0.140799,-0.112794,0.0993479,0.207874,-0.710886,-0.134635,-0.624643,-0.542148,-0.0783319,-0.990553,-0.69838
"Other",0.196402,-0.814247,-0.382578,0.0892962,-0.329103,0.0638251,-0.663451,0.486341,0.455215,0.0347908,0.0240281,0.0516992,-0.914674,0.413223,-0.448893,-0.639491,-0.0814926,-0.982894,-0.860657
"Other",0.201645,0.0126376,0.171911,0.0520341,0.0100308,0.216264,0.420796,0.145322,0.00972637,0.11356,-0.0392371,-0.216886,-0.807913,-0.134244,-0.851292,-0.290239,0.048993,-0.981325,-0.397715
"Other",0.501087,-0.627838,-0.612032,0.187899,-0.154149,0.162686,-0.384117,0.582892,0.59165,0.403557,0.365201,-0.120976,-0.95752,0.404166,-0.41871,-0.491995,-0.0236085,-0.979893,-0.891435
"Other",0.21743,-0.888348,-0.351532,-0.00636797,-0.241255,0.168606,-0.604089,0.621385,0.552562,0.102787,-0.0205397,-0.0997029,-0.885429,0.605472,-0.644278,-0.549413,0.0044932,-0.979681,-0.679479
"Other",0.19832,-0.874008,-0.418201,0.0651326,-0.220748,0.152711,-0.607028,0.505475,0.440423,0.0441052,-0.0212283,0.0154614,-0.808169,0.490632,-0.697816,-0.564309,-0.0320889,-0.998533,-0.859647
"Other",0.566398,0.412998,0.35858,0.048782,-0.213891,0.0597624,0.413016,0.563477,-0.176338,0.551184,-0.211946,-0.746769,-0.567386,-0.0282381,-0.834588,-0.524511,-0.0972921,-0.901421,-0.954001
"Other",0.424139,0.33589,0.310361,0.122487,0.160252,-0.043648,0.260941,0.844428,0.819101,0.845745,0.793318,0.495909,-0.691209,0.0596171,-0.841528,-0.162309,-0.170609,-0.802612,-0.946764
"Other",0.228441,-0.829163,-0.422591,0.0427142,-0.286778,0.0988657,-0.784056,0.54661,0.480916,0.0974713,0.0255784,0.00512445,-0.944152,0.521546,-0.658092,-0.609338,-0.0529459,-0.987191,-0.742356
"Other",0.291761,-0.921279,-0.502127,0.0804255,-0.389724,0.133551,-0.673025,0.715108,0.737704,0.0679909,0.250499,0.348809,-0.50297,0.760448,-0.672739,-0.66812,-0.0158948,-0.962186,-0.795304
"Other",0.314611,-0.837092,0.00834905,0.105018,-0.20855,0.0618659,-0.524551,0.630408,0.615137,0.182392,0.119705,-0.0321905,-0.782783,0.512101,-0.4042,-0.545187,-0.0840772,-0.954047,-0.0719221
"Other",0.00828187,-0.173199,-0.334184,0.0375094,-0.237588,0.0502594,-0.38318,0.0989504,0.062447,0.0408146,-0.0125279,-0.0558255,-0.943541,-0.218885,-0.403555,-0.565958,-0.097234,-0.989951,-0.691685
"Other",0.308508,-0.837678,-0.392302,0.0926195,-0.290441,0.139123,-0.682642,0.591177,0.581173,0.152735,0.112518,0.0424583,-0.930434,0.627338,-0.559841,-0.59434,-0.0329662,-0.989916,-0.793397
"Other",0.302287,-0.855396,-0.576357,0.145631,-0.271236,0.0782561,-0.886402,0.628803,0.626035,0.171841,0.0602415,-0.217619,-0.546924,0.708456,-0.54047,-0.561135,-0.0624939,-0.962369,-0.818568
"Other",0.758548,-0.635831,0.500199,-0.0265769,-0.0944326,0.126376,-0.580616,0.86172,0.915673,0.68448,0.699807,-0.641454,-0.816898,0.909608,-0.759138,-0.44539,-0.0311652,-0.988667,-0.782512
"Other",0.425842,-0.801155,-0.269392,0.0390796,-0.242791,0.0571894,-0.464527,0.735401,0.651148,0.355546,0.130816,-0.366925,-0.644041,0.63224,-0.521645,-0.547124,-0.0801039,-0.968771,-0.836242
"Other",0.185382,-0.881528,-0.372743,0.0218582,-0.177406,0.0469185,-0.434993,0.497449,0.48512,0.00494092,-0.0352033,-0.0106314,-0.953136,0.404745,-0.157061,-0.468867,-0.0795276,-0.964387,-0.801361
"Other",0.230826,-0.587733,-0.240094,0.125619,-0.0988676,0.172011,0.171279,0.238807,0.206918,0.0639897,0.0311528,0.0469083,-0.838692,0.209124,-0.830683,-0.424645,0.00847023,-0.965793,-0.795639
"Other",0.314582,-0.160102,0.237014,-0.0476979,-0.0594969,0.126312,0.194499,0.153974,0.168542,0.154098,0.138933,0.0654321,-0.8217,-0.022939,-0.854508,-0.417024,-0.0498987,-0.737378,0.0932438
"Other",0.355819,-0.152796,0.258278,0.227696,-0.0350653,0.22874,0.157719,0.260531,0.204052,0.250391,0.173002,-0.139626,-0.871504,-0.139799,-0.847585,-0.357658,0.0751499,-0.916663,-0.770038
"Other",0.267861,-0.261372,0.194002,0.0426071,0.0936244,0.070234,0.285641,0.15421,0.110911,0.142911,0.0833417,-0.0726976,-0.640443,-0.0975883,-0.860598,-0.237029,-0.0831718,-0.931613,-0.0163628
"Other",0.490165,-0.832179,0.210415,0.0836876,-0.276187,0.0975746,-0.748491,0.781301,0.783371,0.371033,0.285257,-0.302462,-0.779765,0.827762,-0.660813,-0.582363,-0.0466032,-0.99677,-0.57103
"Other",0.326736,-0.809138,0.0686006,0.138579,-0.132021,0.18406,-0.462848,0.634852,0.631057,0.229882,0.210708,0.127525,-0.608231,0.400533,-0.620753,-0.436521,0.0271701,-0.974177,-0.889666
"Other",0.27141,-0.838601,0.0361821,0.0333201,-0.126534,0.0896104,-0.449233,0.571587,0.510019,0.136927,0.0288154,-0.0542362,-0.832082,0.499417,-0.726502,-0.483558,-0.0789917,-0.979069,-0.908099
"Other",0.513179,-0.791067,-0.627502,0.0623275,-0.273267,0.0734918,-0.945567,0.762762,0.712487,0.403984,0.283185,-0.230598,-0.97586,0.764569,-0.644211,-0.583985,-0.0803721,-0.980736,-0.867479
"Other",0.222863,-0.820365,0.0775674,0.0377386,-0.237335,0.181256,-0.614389,0.482702,0.486176,0.0716278,-0.00224647,-0.131343,-0.715832,0.588141,-0.713057,-0.535229,0.0410356,-0.97665,-0.888394
"Other",0.162519,-0.87121,-0.387692,0.0368774,-0.280033,0.11336,-0.532374,0.474235,0.458878,-0.0564565,-0.0274209,0.060249,-0.58291,0.416049,-0.673575,-0.61228,-0.0363015,-0.990764,-0.732072
"Other",0.403092,-0.800816,-0.118202,0.0821958,-0.378997,0.0278705,-0.84875,0.669393,0.644173,0.283983,0.210623,0.0376575,-0.901971,0.776113,-0.709193,-0.650225,-0.0981966,-0.97765,-0.664422
"Other",0.233146,-0.304718,0.0530455,0.0423911,-0.134031,0.0996443,-0.216107,0.145885,-0.0418899,0.114036,-0.117533,-0.251059,-0.880998,-0.0154072,-0.638681,-0.458926,-0.0500275,-0.991167,-0.876952
"Other",0.491483,-0.797282,-0.72613,-0.0350578,-0.190736,0.115715,-0.461816,0.773073,0.743441,0.413065,0.317696,-0.226722,-0.877602,0.630141,-0.533896,-0.500513,-0.0306455,-0.976043,-0.852223
"Other",0.258169,-0.713773,-0.109605,0.102244,0.00578657,0.208337,-0.933068,0.4337,0.398607,0.124798,0.0149771,-0.203636,-0.927045,0.458955,-0.700829,-0.335693,0.0768509,-0.973529,-0.417028
"Other",-0.00504273,-0.250883,0.144299,0.0444823,-0.160052,0.0588599,0.203424,0.130199,-0.0431375,0.115723,-0.0566787,-0.253522,-0.716282,-0.274436,-0.852591,-0.496891,-0.0884504,-0.968578,-0.725715
"Other",0.200997,-0.814856,-0.368945,0.0440847,-0.361141,0.164364,-0.538741,0.489644,0.46232,0.0511505,-0.00208581,-0.037066,-0.902638,0.308469,-0.269903,-0.630569,0.0222247,-0.968578,-0.725715
"Other",0.613502,-0.77151,0.330147,0.101992,-0.23801,0.110308,-0.819856,0.867647,0.861897,0.542703,0.462916,-0.374896,-0.92709,0.895737,-0.76822,-0.572164,-0.0576255,-0.998468,-0.933493
"Other",0.0653716,-0.0426321,-0.295319,0.0426071,-0.408617,0.0471583,0.152065,-0.0519803,-0.147569,-0.0719437,-0.189152,-0.159992,-0.672258,0.0215116,-0.702364,-0.679885,-0.103885,-0.962122,-0.837151
"Other",0.683803,-0.667695,0.28329,0.0993243,-0.292007,0.057235,-0.875662,0.830013,0.802478,0.641002,0.474898,-0.703469,-0.781809,0.812516,-0.794035,-0.583505,-0.0755093,-0.90653,-0.803228
"Other",0.35869,-0.86624,-0.606475,0.0821147,-0.24602,0.0594043,-0.555848,0.708221,0.732796,0.216697,0.144776,-0.234301,-0.586086,0.74912,-0.679376,-0.568916,-0.0879117,-0.98719,-0.719552
"Other",0.401033,-0.803908,-0.619985,0.110441,-0.246493,0.145779,0.11787,0.657509,0.685896,0.29127,0.188405,-0.366535,-0.775446,0.761519,-0.676825,-0.586055,-0.0504921,-0.977894,-0.773812
"Other",0.330122,-0.0952047,0.188375,-0.274684,-0.219353,0.125149,0.645924,0.268411,-0.0647999,0.218528,-0.101723,-0.393113,-0.487913,0.0200751,-0.722792,-0.556878,-0.0445523,-0.919773,-0.821713
"Other",0.153254,-0.908595,-0.394411,0.0422386,-0.237588,0.0655602,-0.599784,0.504811,0.480554,0.0265193,-0.136937,-0.190241,-0.446059,0.526022,-0.622861,-0.553251,-0.0807878,-1,-0.918643
"Other",0.156844,-0.740001,-0.031648,0.036331,-0.205821,0.162944,-0.498866,0.267293,0.234476,-0.0102782,-0.0945088,-0.0937731,-0.624103,0.256173,-0.112526,-0.563355,-0.0269939,-0.990553,-0.69838
"Other",0.154046,-0.308092,0.0521455,0.0312877,-0.20093,0.370742,0.333057,0.163094,0.232946,0.075699,0.132215,0.179206,-0.598125,-0.171671,-0.722792,-0.558932,0.167777,-0.969886,-0.57376
"Other",0.0648591,-0.397119,-0.258515,0.0426071,-0.30232,0.174306,0.46775,-0.0905919,-0.0678724,-0.149544,-0.125245,0.0222276,-0.635651,-0.00875359,-0.70397,-0.615723,0.0200236,-0.962122,-0.837151
"Other",0.191576,-0.858228,-0.254935,0.0850877,-0.289906,0.116102,-0.334611,0.499915,0.379015,-0.0725451,-0.213265,-0.0980081,-0.523027,0.359354,-0.530784,-0.59077,-0.0506301,-0.978105,-0.824189
"Other",0.459409,-0.81559,-0.604276,0.0593985,-0.316729,0.137178,-0.671672,0.750432,0.742522,0.360235,0.311343,-0.176854,-0.933691,0.654021,-0.245004,-0.623353,-0.0130905,-0.999651,-0.665383
"Other",0.316464,-0.782197,-0.527638,-0.0325442,-0.186652,0.0701188,-0.581842,0.593543,0.569473,0.204442,0.112412,-0.224018,-0.956785,0.524276,-0.634477,-0.520235,-0.077329,-0.978995,-0.81308
"Other",0.239357,-0.271821,0.143949,0.0926016,-0.0633459,0.151775,0.236437,0.134197,-0.145833,0.144071,-0.123544,-0.313991,-0.639841,-0.119452,-0.722792,-0.357831,0.0071106,-0.960736,-0.820937
"Other",0.176106,-0.812395,-0.129271,0.0446664,-0.113111,0.0513815,-0.781749,0.420373,0.394626,0.0218042,-0.0326163,-0.0362672,-0.854786,0.528651,-0.734367,-0.4261,-0.0859376,-0.985605,-0.888394
"Other",0.376445,-0.775455,-0.574885,0.0603907,-0.213033,0.185176,-0.894293,0.633842,0.611476,0.257169,0.198548,-0.13219,-0.979116,0.611383,-0.536289,-0.52959,0.0172125,-0.999069,-0.931692
"Other",0.462395,-0.793513,0.136102,0.169799,-0.210969,0.182065,-0.691382,0.73249,0.732066,0.35246,0.294279,-0.0993658,-0.854954,0.741293,-0.689829,-0.513802,0.0153136,-0.968441,-0.844042
"Other",0.577338,-0.728095,-0.697084,0.0121151,-0.347582,0.0111038,-0.47198,0.761619,0.773528,0.463106,0.476399,0.385264,-0.978736,0.739911,-0.473045,-0.620111,-0.112246,0.446245,-0.671538
"Other",0.312336,-0.0624449,-0.0251153,0.0401014,-0.411984,-0.0435668,7.1696e-05,-0.0944517,0.397508,-0.125927,0.365365,0.406782,-0.811051,0.0123408,-0.78326,-0.678315,-0.157913,-0.973258,-0.716905
"Other",0.247712,-0.723249,-0.324572,0.0621004,-0.115141,0.0937459,-0.0711546,0.345525,0.345905,0.120192,-0.162941,-0.334289,-0.365556,0.48907,-0.785855,-0.449757,-0.0522255,-0.969378,-0.946273
"Other",0.319027,-0.639562,0.0606553,0.0454282,-0.225518,0.13967,-0.938889,0.370907,0.372582,0.164789,0.124583,-0.0498972,-0.98504,0.448581,-0.797844,-0.518083,-0.0284419,-0.99989,-0.887164
"Other",0.102965,-0.483643,0.0200067,0.0392935,-0.0101489,0.210838,0.024431,-0.11737,-0.0580259,0.0619117,0.0225063,0.0361556,-0.936517,-0.222771,-0.714918,-0.332507,0.056227,-0.990859,-0.716279
"Other",0.341632,-0.838298,-0.500712,0.081879,-0.355649,0.12497,-0.651377,0.629377,0.611779,0.170928,0.151355,0.108962,-0.831011,0.630249,-0.259888,-0.655209,-0.0417235,-0.971856,-0.889118
"Other",0.147297,-0.906444,-0.415853,0.0093377,-0.192062,0.140205,-0.627601,0.457898,0.382985,-0.0109318,-0.167661,-0.121893,-0.478988,0.550922,-0.646061,-0.543777,-0.0503392,-0.995016,-0.896863
"Other",0.423506,-0.771845,-0.529173,0.0733516,-0.237051,0.10111,-0.872327,0.684713,0.678745,0.312782,0.261322,-0.064135,-0.951272,0.634867,-0.593253,-0.56108,-0.056123,-0.99712,-0.91796
"Other",0.306183,-0.84807,-0.512339,0.0938849,-0.30604,0.0432159,-0.656928,0.636679,0.609945,0.173452,0.106215,0.0185986,-0.806565,0.664795,-0.706583,-0.590426,-0.0817471,-0.943771,-0.231262
"Other",0.561191,-0.706527,0.352717,-0.0115071,-0.24361,0.149144,-0.876876,0.721385,0.703689,0.50423,0.113853,-0.684914,-0.225992,0.737721,-0.770474,-0.565286,-0.0235424,-0.994269,-0.947901
"Other",0.346535,-0.801045,0.110765,0.0270642,-0.204152,0.0215489,-0.416881,0.631267,0.630056,0.275047,0.255034,0.160575,-0.912107,0.568421,-0.667333,-0.489746,-0.10137,-0.991675,-0.832315
"Other",0.186568,-0.739014,-0.0841407,0.0426071,-0.121557,0.0973796,-0.636194,0.311476,0.284568,0.0194508,-0.0380043,-0.0478218,-0.833832,0.443117,-0.136432,-0.420203,-0.0427549,-0.929514,-0.711827
"Other",0.540482,-0.780563,0.302403,0.0667317,-0.323208,0.168612,-0.94814,0.791605,0.766399,0.410916,0.424642,0.429476,-0.901929,0.865349,-0.73759,-0.600478,0.0274448,-0.988049,-0.824267
"Other",0.260493,0.0877314,0.108095,0.0544252,-0.150199,0.017789,0.277516,-0.052416,0.167242,-0.0846822,0.12616,0.269258,-0.623207,-0.0545176,-0.798898,-0.471116,-0.122876,-0.94046,-0.921385
"Other",0.436427,-0.488829,0.31821,0.0426071,-0.00711764,0.161307,-0.333894,0.313584,0.497844,-0.0554142,0.421566,0.522611,-0.565441,0.169803,-0.722792,-0.303869,0.0143452,-0.977377,-0.636769
"Other",0.184301,-0.831657,-0.220841,0.0479707,-0.181971,0.165669,-0.352726,0.445031,0.400513,-0.00402404,-0.0660181,-0.0265859,-0.898428,0.297773,-0.816509,-0.478064,0.0240685,-0.997793,-0.789703
"Other",0.0698438,-0.944729,-0.259974,0.075229,-0.0780289,0.193655,-0.507783,0.475658,0.45388,-0.0606071,-0.155517,-0.106133,-0.703698,0.33889,-0.435359,-0.411251,0.0277981,-0.92615,-0.732072
"Other",0.9184,0.260505,0.865864,-0.306714,-0.000677176,0.132972,0.210972,0.754909,0.971638,0.748352,0.93572,0.976421,-0.915158,0.0471262,-0.823164,-0.362616,-0.0547839,-0.659167,-0.911401
