"class","apsig","perinc","pcygsig","mxy","fwx","fwy","neighbordist","new1sig","new2sig","sub1sig","sub2sig","sub2minsub1","dsub1sub2","holeinref","bigapratio","relfwx","relfwy","roundness","wiggliness"
"SN",0.375831,-0.425873,0.228704,0.0483775,-0.141092,0.189029,0.00759278,0.285504,0.233844,0.235606,0.16535,0.0691231,-0.942564,0.147407,-0.737069,-0.506248,-0.00197888,-0.984545,-0.764495
"SN",0.344768,-0.491842,0.108511,0.0285818,-0.211529,0.145099,-0.207092,0.329452,0.302311,0.209713,0.156526,-0.0294521,-0.956955,0.133357,-0.735757,-0.538156,-0.0200272,-0.998151,-0.900193
"SN",0.325767,-0.226047,0.202939,0.0389736,-0.0819385,0.133033,0.0108376,0.193933,0.22193,0.163272,0.1642,0.158046,-0.847015,-0.0516647,-0.801721,-0.505443,-0.0319528,-0.987118,-0.931568
"SN",0.553298,0.211333,0.31856,0.0700024,-0.173977,0.114027,0.125965,0.461106,0.457662,0.451009,0.411919,-0.17279,-0.995969,-0.00530574,-0.814654,-0.510786,-0.030799,-0.995134,-0.938554
"SN",0.735401,-0.163371,0.525617,0.0362927,-0.225957,0.117448,0.357152,0.691332,0.673053,0.679167,0.625855,0.0433081,-0.999036,0.282026,-0.836073,-0.523121,-0.0223703,-0.976658,-0.835547
"SN",0.502003,-0.310951,0.271748,0.0236772,-0.185585,0.145406,0.159152,0.426305,0.402158,0.396264,0.341216,-0.248797,-0.826163,0.174394,-0.698121,-0.514038,-0.0290577,-0.999521,-0.954823
"SN",0.452249,0.251239,0.237811,0.0323894,-0.166362,0.153826,0.0880312,0.368662,0.269548,0.339038,0.219771,-0.297022,-0.983122,0.00231787,-0.800925,-0.522756,-0.0169923,-0.999294,-0.862314
"SN",0.132174,-0.534094,-0.415759,0.044042,-0.241182,0.107415,-0.0532904,0.10691,-0.00578529,-0.0199387,-0.127875,-0.0450154,-0.803987,0.0904289,-0.680485,-0.558308,-0.0512238,-1,-0.829083
"SN",0.258358,-0.180524,0.107949,0.0665627,-0.226005,0.120248,-0.211393,0.0843873,0.186867,0.0612362,0.145023,0.182352,-0.87153,-0.0116792,-0.83916,-0.519446,-0.0117957,-0.975862,-0.859044
"SN",0.366839,-0.515874,0.0836122,-0.013663,-0.179839,0.126479,-0.301834,0.335664,0.406406,0.209299,0.235135,-0.0872915,-0.856665,0.108829,-0.611819,-0.490363,-0.0207093,-0.988846,-0.857982
"SN",0.373925,-0.0565758,0.150883,0.028023,-0.217104,0.122025,0.0455509,0.280201,0.187412,0.264712,0.1427,-0.259594,-0.843669,-0.0833126,-0.733637,-0.523909,-0.0247631,-0.996781,-0.845534
"SN",0.54259,-0.369185,0.318082,0.178033,-0.160536,0.165018,0.200563,0.541232,0.520145,0.455004,0.419247,0.0458429,-0.976987,0.230444,-0.790621,-0.51758,-0.0235109,-0.97642,-0.827418
"SN",0.384688,-0.42217,0.114446,0.0254204,-0.111519,0.131105,-0.32296,0.307752,0.311134,0.239043,0.212599,0.0540611,-0.991093,0.181403,-0.722792,-0.509846,-0.0341304,-0.984355,-0.958058
"SN",0.228094,-0.389109,0.0731598,0.0296887,-0.238469,0.114231,-0.0942527,0.133693,0.100561,0.0832425,0.0104196,-0.185914,-0.935849,0.0510967,-0.814588,-0.54107,-0.0340891,-0.997856,-0.804538
"SN",0.622334,-0.274636,0.391348,0.0268488,-0.219179,0.111394,-0.269567,0.568911,0.553082,0.53926,0.498774,-0.0756094,-0.981122,0.197358,-0.834106,-0.510268,-0.022704,-0.998437,-0.943122
"SN",0.573171,-0.535267,0.345177,0.0287983,-0.191498,0.130067,-0.255581,0.617045,0.623706,0.471284,0.455564,0.104667,-0.988858,0.41339,-0.798366,-0.502144,-0.0255043,-0.999767,-0.934803
"SN",0.270376,-0.355295,0.068487,0.0488165,-0.141195,0.0822023,0.0923041,0.163844,0.12852,0.076843,0.0324745,-0.0559044,-0.907239,0.012611,-0.807664,-0.467582,-0.0605188,-0.977862,-0.824622
"SN",0.508485,-0.126879,0.267529,0.0330371,-0.230711,0.0941949,-0.18844,0.428524,0.406627,0.406938,0.353728,-0.0681065,-0.993323,0.0884409,-0.817126,-0.52245,-0.0322085,-0.999905,-0.938923
"SN",0.190291,-0.178488,-0.540448,0.0524689,-0.258581,0.0807464,-0.0607608,-0.00156709,0.0477745,-0.0207242,0.00477071,0.103529,-0.426428,-0.0838476,-0.723546,-0.556509,-0.0649127,-0.98766,-0.879102
"SN",0.421861,-0.415698,0.240821,0.0369595,-0.183269,0.130983,-0.640145,0.438131,0.292869,0.337641,0.194632,-0.0129453,-0.973761,0.22958,-0.787379,-0.526788,-0.0312857,-0.999998,-0.951522
"SN",0.335943,-0.0251629,0.205569,0.0905693,-0.0965988,0.206807,0.062678,0.217803,0.191628,0.203514,0.147537,0.10248,-0.866366,-0.0107729,-0.722792,-0.452578,0.0274537,-0.947089,-0.628592
"SN",0.479436,0.0360608,0.211915,0.0458213,-0.171753,0.136283,0.097875,0.423761,0.370462,0.38742,0.310606,0.0442545,-0.81875,-0.0688407,-0.752816,-0.521955,-0.011615,-0.997629,-0.955328
"SN",0.241347,0.0439449,-0.11181,0.0437691,-0.244026,0.12664,0.0574821,0.16821,0.147644,0.136259,0.100019,0.0406211,-0.907493,-0.171919,-0.598832,-0.550778,-0.0181901,-1,-0.921249
"SN",0.365425,-0.184186,0.200344,0.0564326,-0.175337,0.114064,0.072516,0.251385,0.245445,0.227713,0.192685,0.0725074,-0.90334,-0.0685592,-0.829677,-0.518374,-0.0335318,-0.997214,-0.693506
"SN",0.344419,-0.144475,0.16463,0.0594854,-0.227964,0.112214,-0.194579,0.203926,0.233328,0.179954,0.188281,0.131587,-0.979068,-0.000811704,-0.799123,-0.522139,-0.0374966,-0.994111,-0.924726
"SN",0.435685,-0.456524,0.327706,-0.0833274,-0.139978,0.171517,-0.419686,0.376139,0.411178,0.286984,0.292204,0.0841958,-0.844659,0.341033,-0.832578,-0.483684,-0.00663894,-0.99347,-0.670049
"SN",0.183681,-0.644979,-0.0471948,0.0435566,-0.2607,0.0738867,0.0157818,0.245795,0.197677,-0.00389589,0.0114273,0.114146,-0.795048,0.166211,-0.683391,-0.585146,-0.0681349,-1,-0.918643
"SN",0.406656,0.017101,0.228235,0.0768687,-0.222047,0.11327,0.0282515,0.234581,0.365473,0.214141,0.312326,-0.173335,-0.867914,-0.0170484,-0.799955,-0.531275,-0.038246,-0.997545,-0.936814
"SN",0.234129,-0.726975,0.0420611,0.0448617,-0.170741,0.134313,-0.447312,0.444434,0.318228,0.105065,0.00766281,0.0499448,-0.840618,0.302647,-0.711333,-0.491486,-0.0262794,-0.993857,-0.920095
"SN",0.616616,-0.134181,0.44277,0.0386361,-0.206978,0.127349,-0.264575,0.566526,0.433141,0.535495,0.383069,0.0071716,-0.981681,0.0847618,-0.829698,-0.524557,-0.0376553,-0.985935,-0.874973
"SN",0.328581,-0.434247,0.0653153,0.0184349,-0.169551,0.139989,-0.219872,0.277947,0.202907,0.203721,0.0920891,-0.189148,-0.919237,0.14171,-0.612162,-0.509909,-0.0299258,-0.996827,-0.893868
"SN",0.532168,-0.260161,0.277005,0.051436,-0.213692,0.13585,-0.717276,0.418064,0.413401,0.385147,0.351361,-0.0682732,-0.959677,0.274937,-0.815925,-0.525182,-0.0383029,-0.998461,-0.936003
"SN",0.26457,-0.0943067,0.0979842,0.0550888,-0.165892,0.179409,0.215119,0.138052,0.154062,0.1097,0.101342,0.0200905,-0.865225,-0.0444666,-0.528147,-0.536119,-0.00546008,-0.994622,-0.82704
"SN",0.378717,0.072926,0.20635,0.0215938,-0.195903,0.154726,0.179651,0.245154,0.245968,0.232376,0.202583,-0.0929375,-0.929901,0.0524331,-0.763099,-0.512376,-0.0135934,-0.999064,-0.94221
"SN",0.48824,-0.0181225,0.265191,0.00956664,-0.183815,0.12776,0.0520522,0.403425,0.368872,0.374407,0.312388,-0.183987,-0.92891,0.00555568,-0.805265,-0.515626,-0.035872,-0.999133,-0.817255
"SN",0.346368,-0.338865,-0.269538,0.041851,-0.176662,0.123167,-0.168674,0.248987,0.191229,0.197886,0.116629,0.003908,-0.948169,0.0403102,-0.590379,-0.529137,-0.0516661,-0.999701,-0.904622
"SN",0.362291,-0.630835,0.0580795,0.0537865,-0.211308,0.0849137,-0.43862,0.462345,0.421468,0.238241,0.172686,-0.0615911,-0.901374,0.324367,-0.64916,-0.530874,-0.0616854,-0.992283,-0.877506
"SN",0.236699,-0.538198,0.0254732,0.0689472,-0.228528,0.144191,-0.293405,0.222637,0.141733,0.0846893,-0.0325322,-0.148381,-0.936504,0.143076,-0.693923,-0.528584,-0.00890121,-0.978105,-0.824189
"SN",0.665333,-0.196618,0.572188,0.115138,-0.162665,0.15477,-0.254629,0.511851,0.658398,0.488451,0.623739,0.671235,-0.974518,0.248083,-0.838464,-0.461763,0.00551239,-0.999641,-0.992171
"SN",0.19951,-0.571448,-0.0621011,0.0426071,-0.298199,0.0866143,-0.0279116,0.203033,0.193639,0.0331122,0.0148513,0.0297717,-0.940473,0.0418445,-0.665688,-0.578895,-0.0463915,-0.937844,-0.496417
"SN",0.141088,-0.600415,-0.33647,0.0518768,-0.209493,0.0668551,-0.00975313,0.171751,0.114591,0.020927,-0.0925297,-0.13754,-0.715216,0.106428,-0.44989,-0.543337,-0.0665207,-0.989951,-0.691685
"SN",0.697118,0.0963587,0.491337,-0.0348329,-0.225858,0.136775,-0.0799411,0.63543,0.629922,0.628809,0.590416,-0.243362,-0.992214,0.0621482,-0.838418,-0.51552,-0.0286252,-0.999242,-0.8905
"SN",0.237702,-0.12905,0.0622667,0.0715491,-0.14424,0.101129,0.0875318,0.116762,0.0746364,0.0911092,0.0261325,0.0180163,-0.907013,-0.069962,-0.745462,-0.474065,-0.0461067,-0.977063,-0.711166
"SN",0.207108,-0.421429,0.00955882,0.0340117,-0.187977,0.0676408,0.103783,0.184364,0.0702346,0.110201,-0.0357941,-0.17416,-0.86924,-0.0273853,-0.376716,-0.536055,-0.0807946,-0.981007,-0.813235
"SN",0.23349,-0.212176,0.00825312,0.0413899,-0.272361,0.084416,0.2051,0.160071,0.0225999,0.119047,-0.0371644,-0.184786,-0.863701,-0.013143,-0.620105,-0.589545,-0.0548365,-0.98613,-0.811544
"SN",0.546214,0.0389749,0.313342,-0.164901,-0.185193,0.125935,0.11787,0.422832,0.444455,0.404897,0.399012,0.249284,-0.891495,-0.144906,-0.789186,-0.490279,-0.0358925,-0.986757,-0.769126
"SN",0.19166,-0.232225,-0.227511,0.0297517,-0.17028,0.0995955,-0.0228282,0.163781,0.0662983,0.123018,0.00538123,-0.140781,-0.945037,-0.147835,-0.722792,-0.516385,-0.0459168,-0.995844,-0.869346
"SN",0.324997,-0.258555,0.0749664,0.0390267,-0.182119,0.135207,-0.0506615,0.253263,0.127762,0.225538,0.0734603,-0.124998,-0.946432,0.0396805,-0.724012,-0.518111,-0.0308498,-0.99702,-0.927618
"SN",0.385488,-0.225171,0.16746,0.039144,-0.217063,0.124117,0.171691,0.362857,0.12133,0.322146,0.0598628,-0.307953,-0.947523,0.0844579,-0.546463,-0.54013,-0.0226532,-0.986329,-0.842882
"SN",0.513434,0.261816,0.328477,0.0508835,-0.192302,0.136184,0.0970505,0.434208,0.365372,0.419236,0.32276,-0.246253,-0.937554,-0.0450121,-0.823204,-0.529482,-0.0369912,-0.999614,-0.931375
"SN",0.225648,-0.434272,0.0506448,0.013307,-0.109844,0.206131,-0.428586,0.24312,0.231513,0.0799306,0.0559231,-0.00165604,-0.925265,0.0306633,-0.62084,-0.462515,0.0455803,-0.9915,-0.789138
"SN",0.358931,-0.500756,0.0698704,0.0364588,-0.224939,0.110879,-0.27252,0.324554,0.309211,0.200955,0.164967,0.0490624,-0.964942,0.164354,-0.703066,-0.525359,-0.0315414,-0.999977,-0.932012
"SN",0.31091,-0.33088,0.0489908,0.0438915,-0.165839,0.152826,-0.0948724,0.248591,0.21582,0.182601,0.127884,-0.0336971,-0.977511,0.0723732,-0.789439,-0.476228,-0.00935269,-0.999278,-0.864824
"SN",0.772617,0.367364,0.533862,0.0644319,-0.208141,0.107667,0.0598555,0.718676,0.714314,0.699383,0.673168,0.10404,-0.971471,-0.0294517,-0.834561,-0.542976,-0.0336043,-0.972447,-0.792774
"SN",0.369741,-0.588171,0.189651,0.123014,-0.165089,0.125517,-0.31228,0.381558,0.371316,0.177505,0.154865,0.0810188,-0.956352,0.200964,-0.832213,-0.518404,-0.02111,-0.996626,-0.572504
"SN",0.736257,0.292872,0.486401,0.0386974,-0.220441,0.115496,-0.15398,0.669238,0.678933,0.662959,0.635439,-0.100945,-0.987366,0.0973023,-0.809361,-0.534536,-0.0315845,-0.998559,-0.971649
"SN",0.316391,-0.0719679,0.164088,0.0455573,-0.104738,0.188199,-0.0706857,0.215336,0.180317,0.190831,0.139586,-0.0103929,-0.910326,0.132182,-0.762112,-0.460117,0.00571335,-0.990184,-0.770364
"SN",0.302858,-0.24578,0.0878464,0.0525552,-0.2101,0.117467,0.20168,0.220769,0.154256,0.173151,0.0775896,-0.238132,-0.845433,-0.0293203,-0.773427,-0.516765,-0.0300668,-0.998913,-0.84238
"SN",0.359468,-0.32429,0.237532,-0.08775,-0.14148,0.272631,-0.0497097,0.268851,0.233188,0.22077,0.162328,0.0549273,-0.769638,0.0950852,-0.747545,-0.492259,0.0967865,-0.913313,-0.593457
"SN",0.283884,-0.491323,0.0673146,0.0299382,-0.240494,0.11775,-0.0243655,0.252926,0.20886,0.150575,0.0871152,-0.0532552,-0.878787,0.0978043,-0.818947,-0.520096,-0.0229215,-0.997583,-0.879284
"SN",0.48752,-0.393143,0.255257,0.058518,-0.21412,0.116519,-0.320926,0.458413,0.407741,0.386001,0.317558,0.120889,-0.96509,0.206161,-0.828075,-0.515181,-0.022388,-0.999462,-0.857368
"SN",0.433652,0.148259,0.208739,0.0519487,-0.171731,0.12547,0.180702,0.347178,0.295765,0.32503,0.250448,-0.23371,-0.97901,0.0054773,-0.761335,-0.518907,-0.0371151,-0.992944,-0.87372
"SN",0.562475,-0.300454,0.32539,0.0321775,-0.168143,0.130149,0.00214552,0.504302,0.519682,0.461837,0.444654,-0.12904,-0.982757,0.167354,-0.823968,-0.514928,-0.0204059,-0.999256,-0.879616
"SN",0.368221,0.132316,0.122587,0.0265893,-0.151769,0.147448,0.354095,0.275312,0.224468,0.251669,0.176101,-0.147581,-0.938458,0.00995113,-0.774062,-0.498807,-0.0111589,-0.999058,-0.932639
"SN",0.369157,-0.669434,0.0867445,0.0392899,-0.210435,0.140569,-0.238918,0.499844,0.49337,0.226829,0.203993,0.137451,-0.938064,0.430378,-0.324848,-0.52595,-0.00638445,-0.996728,-0.893371
"SN",0.282901,-0.298565,-0.042237,0.0304588,-0.209872,0.12224,-0.252235,0.192486,0.11219,0.155752,0.0483915,-0.111688,-0.864866,-0.0346558,-0.651597,-0.54675,-0.0263959,-0.995226,-0.864149
"SN",0.656971,0.052934,0.409405,0.0462452,-0.190968,0.123912,0.277767,0.598064,0.577022,0.566578,0.528022,0.0336332,-0.993082,0.0935908,-0.824577,-0.5256,-0.0244723,-0.998222,-0.953677
"SN",0.2814,-0.480185,0.0574056,0.0589764,-0.19409,0.126056,-0.319515,0.253646,0.127412,0.149509,-0.000428657,-0.126257,-0.783305,0.0987779,-0.76241,-0.505807,-0.0320473,-0.997798,-0.899515
"SN",0.328692,-0.259753,-0.0317195,0.0466384,-0.190742,0.150719,-0.00513492,0.230341,0.161107,0.187709,0.0974722,-0.0637513,-0.950463,0.0196122,-0.481432,-0.530214,-0.0257585,-0.999668,-0.882807
"SN",0.563392,-0.492045,0.380826,0.0472285,-0.182865,0.140817,-0.726068,0.537316,0.574151,0.437958,0.436834,-0.382644,-0.9643,0.493104,-0.843649,-0.511412,-0.0230863,-0.991283,-0.552954
"SN",0.281441,-0.787758,0.114174,-0.0222616,-0.233619,0.171544,-0.383266,0.531523,0.487266,0.117617,0.11995,0.180314,-0.946083,0.407936,-0.822217,-0.519438,0.0224486,-0.985946,-0.802585
"SN",0.462256,-0.012353,0.231665,0.0540235,-0.206131,0.138163,0.171428,0.400187,0.353057,0.362817,0.302542,-0.000101874,-0.961355,-0.0579853,-0.722792,-0.526006,-0.0353169,-0.998929,-0.936523
"SN",0.336531,-0.329285,0.10051,0.0480156,-0.25341,0.118806,-0.327739,0.248305,0.223185,0.213568,0.160387,0.0889902,-0.894648,0.0654448,-0.742547,-0.55457,-0.0266024,-0.987624,-0.779832
"SN",0.207288,-0.450259,-0.0300787,0.0503326,-0.198184,0.102096,0.454113,0.134705,-0.0474994,0.0695616,-0.251102,-0.278097,-0.103859,0.0321363,-0.722792,-0.522853,-0.055904,-0.989791,-0.913972
"SN",0.302389,-0.208621,0.0780079,0.0239367,-0.208043,0.105917,-0.0616343,0.198246,0.18034,0.162259,0.117642,-0.0394306,-0.867833,-0.0504918,-0.526866,-0.529258,-0.0478377,-0.998999,-0.905641
"SN",0.26916,-0.786163,-0.385907,0.0803645,-0.229003,0.164693,-0.533117,0.508201,0.491236,0.127967,0.0374298,-0.164541,-0.877799,0.433075,-0.646996,-0.567637,0.00358321,-0.9824,-0.815991
"SN",0.315782,0.399457,0.214072,-0.022739,-0.179658,0.135469,0.0123424,0.23523,0.185897,0.220319,0.143824,-0.14079,-0.894441,-0.169961,-0.818618,-0.501874,-0.0222296,-0.98597,-0.646728
"SN",0.57563,-0.244466,0.511426,0.0965888,-0.135573,0.187992,-0.0927355,0.452088,0.571826,0.435874,0.520276,0.494177,-0.97721,0.19836,-0.83912,-0.475488,0.00982955,-0.999697,-0.993138
"SN",0.487618,-0.345355,0.254558,0.0298847,-0.200002,0.1246,-0.14723,0.425218,0.427676,0.3666,0.340887,0.0433516,-0.992564,0.229717,-0.768812,-0.499747,-0.0278822,-0.996838,-0.799866
"SN",0.432235,0.0629994,0.204435,0.0528003,-0.180114,0.115017,0.203841,0.342381,0.306265,0.32089,0.255923,0.121524,-0.966052,-0.0704934,-0.805856,-0.524105,-0.0368417,-0.996636,-0.96537
"SN",0.347346,-0.115064,0.13108,0.052667,-0.247641,0.100772,0.291446,0.234614,0.219407,0.214968,0.173548,-0.00949032,-0.921892,-0.0745639,-0.813565,-0.548827,-0.0342417,-0.995572,-0.898023
"SN",0.169234,-0.101601,-0.353873,0.0699701,-0.174684,0.123586,0.768011,0.0523639,-0.074565,0.0307567,-0.117259,-0.204071,-0.511131,-0.0225034,-0.722792,-0.527612,-0.0569055,-0.986856,-0.912209
"SN",0.41765,0.125505,0.220104,0.0142842,-0.148347,0.161977,0.496535,0.326993,0.283954,0.274441,0.222569,0.110713,-0.984362,0.00322095,-0.819816,-0.493476,-0.0138959,-0.993217,-0.858753
"SN",0.615296,0.137571,0.323873,0.116656,-0.250866,0.0953402,0.00927475,0.576439,0.554413,0.538619,0.496804,-0.214713,-0.990847,-0.0902374,-0.82716,-0.5505,-0.037232,-0.969909,-0.83559
"SN",0.359233,-0.143563,0.15754,0.0662949,-0.177366,0.108785,0.118499,0.317611,0.164722,0.283141,0.11466,0.077043,-0.966654,0.0550157,-0.677197,-0.515286,-0.02983,-0.987794,-0.917232
"SN",0.304102,-0.0626391,0.108387,0.0542053,-0.176754,0.116364,0.0999991,0.215113,0.125342,0.198621,0.0832568,-0.209254,-0.960534,0.0178023,-0.785851,-0.493853,-0.0340961,-0.986882,-0.641943
"SN",0.771513,0.136792,0.520306,0.0656592,-0.168612,0.13129,-0.0365539,0.768367,0.763881,0.728053,0.712624,-0.174638,-0.997024,0.0673617,-0.836047,-0.506132,-0.0329659,-0.998024,-0.966005
"SN",0.432133,-0.415519,0.215093,0.0289144,-0.226539,0.113372,0.00777614,0.387871,0.349766,0.322241,0.256182,0.040865,-0.975514,0.186045,-0.832018,-0.523642,-0.0230007,-0.999004,-0.844348
"SN",0.24689,-0.384834,-0.156767,0.046445,-0.242126,0.134209,-0.166466,0.183147,0.0116599,0.139756,-0.114902,-0.304576,-0.232104,0.075237,-0.571131,-0.534906,-0.0131805,-0.999904,-0.869894
"SN",0.662606,-0.246243,0.431663,0.0365618,-0.222114,0.120437,-0.441247,0.632108,0.599457,0.594461,0.542711,-0.23849,-0.957585,0.221704,-0.830669,-0.532084,-0.0346008,-0.999885,-0.958569
"SN",0.453303,0.00723794,0.225447,0.0324721,-0.177961,0.10796,0.261049,0.37771,0.33434,0.35787,0.2797,-0.215987,-0.953845,-0.0132884,-0.722792,-0.507443,-0.0258114,-0.994537,-0.897576
"SN",0.42798,-0.138711,0.385562,-0.0486881,-0.149558,0.188205,0.140206,0.332086,0.319362,0.30744,0.272746,0.202524,-0.992005,0.00927739,-0.837509,-0.48554,0.0161579,-0.999992,-0.995048
"SN",0.337332,-0.224277,0.200754,0.0448809,-0.105785,0.14572,0.459132,0.208479,0.218461,0.170988,0.167378,0.178685,-0.871853,-0.107589,-0.830729,-0.452932,-0.028152,-0.937659,-0.851397
"SN",0.281347,-0.479885,0.00958569,0.0615668,-0.178759,0.131168,0.119652,0.251501,0.204977,0.136601,0.0911448,0.0773755,-0.964201,0.177735,-0.676536,-0.505634,-0.0188787,-0.997929,-0.914133
"SN",0.283999,-0.101097,0.196374,0.0489674,-0.145622,0.136615,0.258825,0.185792,0.112256,0.170101,0.0682066,-0.209556,-0.86592,-0.0452291,-0.83873,-0.472893,-0.0254771,-0.996567,-0.765736
"SN",0.645692,-0.276127,0.412806,0.0301513,-0.204012,0.130001,0.071092,0.624045,0.60472,0.576833,0.543193,-0.065525,-0.983817,0.251323,-0.722792,-0.523696,-0.0315081,-0.999903,-0.97158
"SN",0.489441,-0.780961,0.224277,-0.110802,-0.146102,0.283746,-0.417797,0.745876,0.742557,0.3853,0.310404,-0.266139,-0.84857,0.526156,-0.745089,-0.477606,0.108696,-0.99453,-0.516818
"SN",0.448917,-0.58227,0.20802,0.0855244,-0.166701,0.138447,-0.386585,0.509002,0.466137,0.337946,0.263792,0.0615139,-0.985465,0.428657,-0.765518,-0.526209,-0.0324306,-0.993066,-0.952841
"SN",0.721952,-0.21834,0.53594,0.0216756,-0.208789,0.144583,-0.130795,0.682489,0.68845,0.654149,0.624232,-0.321039,-0.906569,0.232001,-0.835825,-0.527236,-0.0266357,-0.999901,-0.943119
"SN",0.362076,-0.179177,0.136274,0.00902715,-0.177884,0.142207,0.0106382,0.286539,0.239988,0.247935,0.179777,-0.109518,-0.970825,0.0551308,-0.811263,-0.504791,-0.0119389,-0.994374,-0.896843
"SN",0.476673,-0.0772486,0.275988,0.0491243,-0.157361,0.153625,0.123284,0.37648,0.332117,0.356804,0.285142,0.0457138,-0.977947,0.0603055,-0.803033,-0.502285,0.00764956,-0.999605,-0.950555
"SN",0.367492,-0.336884,0.0544161,0.0411243,-0.212065,0.0900578,-0.158925,0.294012,0.241595,0.256835,0.173639,-0.122333,-0.924373,0.00939091,-0.68874,-0.529284,-0.0439176,-0.997361,-0.803052
"SN",0.416803,-0.331325,0.187435,0.028983,-0.243531,0.106072,-0.407976,0.312061,0.265727,0.266073,0.183662,-0.27061,-0.967393,0.116787,-0.80521,-0.532029,-0.0271306,-0.997154,-0.81338
"SN",0.305869,-0.284327,0.133141,0.0363641,-0.211968,0.0897929,0.266613,0.193264,0.145726,0.174041,0.0954314,-0.170901,-0.883061,0.0327131,-0.78194,-0.534094,-0.0471446,-0.993782,-0.908864
"SN",0.270227,-0.755184,-0.0339604,-0.000743834,-0.30186,0.103022,-0.562827,0.472015,0.494754,0.114673,0.0933877,-0.00926648,-0.90066,0.396046,-0.770156,-0.615133,-0.0564457,-0.970666,-0.788125
"SN",0.635288,0.178166,0.407035,0.022756,-0.219779,0.106022,0.152685,0.564835,0.540337,0.549495,0.502661,-0.120271,-0.98985,0.0229759,-0.832826,-0.508308,-0.0260567,-0.999763,-0.960135
"SN",0.348242,0.0388704,0.193262,0.0101136,-0.219166,0.260737,-0.200682,0.238282,0.217938,0.218003,0.176599,0.110391,-0.916148,0.112532,-0.837599,-0.526184,0.106155,-0.992823,-0.872878
"SN",0.312522,-0.628983,0.07349,0.00662391,-0.172365,0.135644,-0.392266,0.397115,0.370191,0.18251,0.127468,-0.0146431,-0.940986,0.281296,-0.783286,-0.51893,-0.0414748,-0.9869,-0.91671
"SN",0.568762,-0.536639,0.247436,0.0519304,-0.173896,0.132269,-0.0912101,0.587875,0.588227,0.379179,0.355606,0.055378,-0.973196,0.335233,-0.533628,-0.503163,-0.0244539,-0.996025,-0.965618
"SN",0.379246,-0.185853,0.170862,0.0533877,-0.222992,0.137061,0.131999,0.259207,0.243576,0.232183,0.191637,-0.0750971,-0.896219,0.106478,-0.818984,-0.528575,-0.0248837,-0.998803,-0.867398
"SN",0.311551,-0.200814,0.108172,0.00695881,-0.152676,0.126825,0.390303,0.181944,0.0840183,0.158561,0.0274468,-0.262821,-0.876045,0.00203473,-0.695184,-0.501981,-0.0355744,-0.987942,-0.856063
"SN",0.22339,-0.598912,-0.089205,0.0416192,-0.244036,0.0860279,0.0746578,0.229847,0.182079,0.0849766,-0.033343,-0.169868,-0.859208,0.227836,-0.684965,-0.547636,-0.0681505,-0.996876,-0.789201
"SN",0.294438,-0.47092,-0.0120326,0.0538287,-0.205744,0.137801,0.172356,0.289686,0.220707,0.176058,0.084038,-0.141139,-0.943943,0.112602,-0.656191,-0.536461,-0.0165723,-0.992808,-0.902498
"SN",0.21108,-0.344466,0.0340157,0.0405733,-0.189779,0.105541,-0.11726,0.0856294,0.107072,0.0437885,0.0288959,-0.139245,-0.911423,-0.0153537,-0.797671,-0.516464,-0.0525247,-0.992089,-0.925658
"SN",0.583839,0.214748,0.315972,0.04101,-0.209339,0.104043,0.163664,0.508073,0.499959,0.478098,0.444906,-0.122488,-0.990751,-0.00987057,-0.827719,-0.525737,-0.0364627,-0.997157,-0.941593
"SN",0.24276,-0.271985,0.0715838,0.0625173,-0.142616,0.162321,0.154357,0.121422,0.0943877,0.0923803,0.0338587,-0.182893,-0.845952,0.0586222,-0.769789,-0.457697,0.0183963,-0.979835,-0.785811
"SN",0.235773,-0.334656,-0.0677425,0.0383086,-0.148709,0.115374,-0.0928818,0.152459,0.102113,0.105745,0.0241263,-0.130981,-0.83677,-0.00893866,-0.590576,-0.516175,-0.0564959,-0.987774,-0.921249
"SN",0.275059,-0.00174137,0.0295532,0.0456092,-0.130383,0.120571,0.22155,0.175499,0.142151,0.152057,0.0963962,-0.0206441,-0.908685,-0.121056,-0.534042,-0.475712,-0.0417678,-0.991045,-0.91153
"SN",0.425704,-0.136169,0.27913,0.0513157,-0.13316,0.176451,0.163577,0.33136,0.287575,0.30607,0.236273,0.12085,-0.949405,0.140282,-0.798593,-0.479421,0.0210963,-0.99526,-0.77368
"SN",0.415714,0.514986,0.183021,0.0559045,-0.187077,0.125507,0.20994,0.351641,0.316828,0.307138,0.254771,-0.1779,-0.978247,-0.0331917,-0.786663,-0.518227,-0.0334528,-0.995533,-0.943007
"SN",0.240519,-0.137788,-0.260534,0.0450409,-0.212006,0.108833,0.437573,0.107443,0.0493309,0.0795899,-0.00520616,-0.157145,-0.946027,-0.0025808,-0.626365,-0.534619,-0.0336064,-0.999423,-0.878193
"SN",0.584714,0.15354,0.312196,0.0654781,-0.141911,0.16487,0.190692,0.474196,0.476936,0.471807,0.4485,0.00417126,-0.966097,-0.0154437,-0.799704,-0.508124,-0.0183376,-0.989386,-0.869326
"SN",0.315759,0.00972384,0.23507,-0.0429895,-0.15832,0.244468,0.105671,0.230328,0.194265,0.208328,0.146932,-0.0171343,-0.860361,-0.145454,-0.823853,-0.504277,0.0771213,-0.947232,-0.815798
